rank,sweep_tier,hostile_prior_rank,title,year,venue,authors,doi,url,citations,query_source,source,concepts,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_excerpt,relevance_score,hostile_score
874,landscape,,Dual L1-Normalized Context Aware Tensor Power Iteration and Its Applications to Multi-object Tracking and Multi-graph Matching,2019,International Journal of Computer Vision,Weiming Hu; Xinchu Shi; Zongwei Zhou; Junliang Xing; et al.,https://doi.org/10.1007/s11263-019-01231-y,https://doi.org/10.1007/s11263-019-01231-y,14,occlusion aware object tracking robotics,openalex,Power iteration; Mathematics; Matching (statistics); Video tracking; Computer science; Artificial intelligence,Maintain object identity and state through missed or ambiguous detections.,"Geometric map optimization over poses, landmarks, or object states.",misses are tolerable with a fixed temporal patience window; enough object surface remains visible to constrain pose; camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; object geometry or pose prior; occluder semantics,identity deletion during long robot self-occlusion; pose drift when the gripper hides the discriminative surface; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Abstract The multi-dimensional assignment problem is universal for data association analysis such as data association-based visual multi-object tracking and multi-graph matching. In this paper, multi-dimensional assignment is formulated as a rank-1 tensor approximation problem. A dual L 1 -normalized context/hyper-context aware tensor power iteration optimization method is proposed. The method is applied to multi-object tracking and multi-graph matching. In the optimization method, tensor power iteration with the dual unit norm enables the capture of information across multiple sample sets. Interactions between sample associations are modeled as contexts or hyper-contexts which are combin...",43.604,51.604
875,landscape,,Methods for safe human-robot-interaction using capacitive tactile proximity sensors,2013,,Stefan Escaida Navarro; Maximiliano Marufo; Yitao Ding; Stephan Puls; et al.,https://doi.org/10.1109/iros.2013.6696495,https://doi.org/10.1109/iros.2013.6696495,47,robotic perception object occlusion tracking,openalex,Proximity sensor; Tactile sensor; Artificial intelligence; Computer vision; Robot; Capacitive sensing,Maintain object identity and state through missed or ambiguous detections.,Detection association plus temporal propagation across frames.,misses are tolerable with a fixed temporal patience window; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; occluder semantics,identity deletion during long robot self-occlusion; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","In this paper we base upon capacitive tactile proximity sensor modules developed in a previous work to demonstrate applications for safe human-robot-interaction. Arranged as a matrix, the modules can be used to model events in the near proximity of the robot surface, closing the near field perception gap in robotics. The central application investigated here is object tracking. Several results are shown: the tracking of two human hands as well as the handling of occlusions and the prediction of collision for object trajectories. These results are important for novel pretouch- and touch-based humanrobot interaction strategies and for assessing and implementing safety capabilities with thes...",43.581,59.581
876,landscape,,Making Everyday Things Talk: Speculative Conversations into the Future of Voice Interfaces at Home,2021,TU/e Research Portal,Anuradha Reddy; A. Baki Kocaball; Iohanna Nicenboim; Marie Louise Juul Sndergaard; et al.,https://doi.org/10.1145/3411763.3450390,https://doi.org/10.1145/3411763.3450390,47,object permanence embodied agents robotics,openalex,Toilet; Everyday life; Computer science; Human-computer interaction; Interface (matter); Home automation,Improve robot or embodied perception under incomplete observations.,View selection or information-gain planning to expose hidden state.,camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","What if things had a voice? What if we could talk directly to things instead of using a mediating voice interface such as an Alexa or a Google Assistant? In this paper, we share our insights from talking to a pair of boots, a tampon, a perfume bottle, and toilet paper among other everyday things to explore their conversational capabilities. We conducted Thing Interviews using a more-than-human design approach to discover a thing's perspectives, worldviews and its relations to other humans and nonhumans. Based on our analysis of the speculative conversations, we identified some themes characterizing the emergent qualities of people's relationships with everyday things. We believe the theme...",43.581,43.581
877,landscape,,"Evolutionary systems and society: a general theory of life, mind, and culture",1989,Choice Reviews Online,Vilmos Csanyi; Duke University Press.,https://doi.org/10.5860/choice.27-0302,https://doi.org/10.5860/choice.27-0302,47,object permanence embodied agents robotics,openalex,Evolutionary theory; Environmental ethics; Epistemology; Sociology; Philosophy,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","This work is a bold new effort to embrace all aspects of life-molecular, cellular, behavioral, and cultural-within the formulation of a general theory of evolution that extends classical Darwinian theory to include human society.",43.581,43.581
878,landscape,,Perceiving clutter and surfaces for object placement in indoor environments,2010,SMARTech Repository (Georgia Institute of Technology),Martin J. Schuster; Jason Okerman; Hai Nguyen; James M. Rehg; et al.,https://doi.org/10.1109/ichr.2010.5686328,https://doi.org/10.1109/ichr.2010.5686328,46,robotic perception object occlusion tracking,openalex,Clutter; Artificial intelligence; Computer vision; Computer science; Robot; Segmentation,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Handheld manipulable objects can often be found on flat surfaces within human environments. Researchers have previously demonstrated that perceptually segmenting a flat surface from the objects resting on it can enable robots to pick and place objects. However, methods for performing this segmentation can fail when applied to scenes with natural clutter. For example, low-profile objects and dense clutter that obscures the underlying surface can complicate the interpretation of the scene. As a first step towards characterizing the statistics of real-world clutter in human environments, we have collected and hand labeled 104 scans of cluttered tables using a tilting laser range finder (LIDA...",43.545,43.545
879,landscape,,"Exploring the convergence of Metaverse, Blockchain, and <scp>AI</scp>: A comprehensive survey of enabling technologies, applications, challenges, and future directions",2024,Wiley Interdisciplinary Reviews Data Mining and Knowledge Discovery,Mueen Uddin; Muath Obaidat; Selvakumar Manickam; Shams Ul Arfeen Laghari; et al.,https://doi.org/10.1002/widm.1556,https://doi.org/10.1002/widm.1556,46,object permanence embodied agents robotics,openalex,Computer science; Blockchain; Metaverse; Convergence (economics); Data science; Crowdsourcing,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Abstract The Metaverse, distinguished by its capacity to integrate the physical and digital realms seamlessly, presents a dynamic virtual environment offering diverse opportunities for engagement across innovation, entertainment, socialization, and commercial endeavors. However, the Metaverse is poised for a transformative evolution through the convergence of contemporary technological advancements, including artificial intelligence (AI), Blockchain, Robotics, augmented reality, virtual reality, and mixed reality. This convergence is anticipated to revolutionize the global digital landscape, introducing novel social, economic, and operational paradigms for organizations and communities. T...",43.545,43.545
880,landscape,,Intelligent robots for fruit harvesting: recent developments and future challenges,2022,Precision Agriculture,Hongyu Zhou; Xing Wang; Wesley Au; Hanwen Kang; et al.,https://doi.org/10.1007/s11119-022-09913-3,https://doi.org/10.1007/s11119-022-09913-3,273,robotic perception object occlusion tracking,openalex,Robot; Bridge (graph theory); Field (mathematics); Computer science; Population; Engineering,Build a spatial memory that remains useful as the robot moves through the world.,"Geometric map optimization over poses, landmarks, or object states.",object absence can wait for later map revisits; the robot can afford extra sensing actions before acting; the cause of a missing detection is not represented as robot-action evidence,camera calibration; map update schedule; sensing cost model; occluder semantics,stale object map entries during manipulation; confusing clear-view absence with robot-caused invisibility,Long-lived object memory in a spatial representation.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Abstract Intelligent robots for fruit harvesting have been actively developed over the past decades to bridge the increasing gap between feeding a rapidly growing population and limited labour resources. Despite significant advancements in this field, widespread use of harvesting robots in orchards is yet to be seen. To identify the challenges and formulate future research and development directions, this work reviews the state-of-the-art of intelligent fruit harvesting robots by comparing their system architectures, visual perception approaches, fruit detachment methods and system performances. The potential reasons behind the inadequate performance of existing harvesting robots are anal...",43.542,43.542
881,landscape,,HAVEN: Haptic And Visual Environment Navigation by a Shape-Changing Mobile Robot with Multimodal Perception,2024,Scientific Reports,Barry William Mulvey; Thrishantha Nanayakkara,https://doi.org/10.1038/s41598-024-75607-7,https://doi.org/10.1038/s41598-024-75607-7,7,robot self occlusion perception manipulation,openalex,Haptic technology; Computer science; Perception; Haven; Human-computer interaction; Computer vision,Improve robot or embodied perception under incomplete observations.,View selection or information-gain planning to expose hidden state.,the robot can afford extra sensing actions before acting; the cause of a missing detection is not represented as robot-action evidence,camera calibration; sensing cost model; occluder semantics,confusing clear-view absence with robot-caused invisibility,Using motion to manage occlusion.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Many animals exhibit agile mobility in obstructed environments due to their ability to tune their bodies to negotiate and manipulate obstacles and apertures. Most mobile robots are rigid structures and avoid obstacles where possible. In this work, we introduce a new framework named Haptic And Visual Environment Navigation (HAVEN) Architecture to combine vision and proprioception for a deformable mobile robot to be more agile in obstructed environments. The algorithms enable the robot to be autonomously (a) predictive by analysing visual feedback from the environment and preparing its body accordingly, (b) reactive by responding to proprioceptive feedback, and (c) active by manipulating ob...",43.535,43.535
882,landscape,,Investigating LLM-Driven Curiosity in Human-Robot Interaction,2025,,Jan Leusmann; Anna Belardinelli; Luke Haliburton; Stephan Hasler; et al.,https://doi.org/10.1145/3706598.3713923,https://doi.org/10.1145/3706598.3713923,7,robot self occlusion perception manipulation,openalex,Curiosity; Human-computer interaction; Computer science; Robot; Human-robot interaction; Artificial intelligence,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","There seems to be a solid object inside.""""What other toppings do you usually like on your pizza?"" Figure 1: We imbued a robot with curious behaviors.The figure shows two examples.Left: The robot shakes a container to check whether there is an object inside.Right: The robot asks for the person's preferences.",43.535,43.535
883,landscape,,Algorithmic Silence: A Call to Decomputerize,2021,Journal of Social Computing,Jonnie Penn,https://doi.org/10.23919/jsc.2021.0023,https://doi.org/10.23919/jsc.2021.0023,7,object permanence embodied agents robotics,openalex,Silence; Sociology; Computer science; Oppression; Argument (complex analysis); Aesthetics,Improve robot or embodied perception under incomplete observations.,View selection or information-gain planning to expose hidden state.,the robot can afford extra sensing actions before acting; camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; sensing cost model; occluder semantics,confusing clear-view absence with robot-caused invisibility,Using motion to manage occlusion.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Tech critics become technocrats when they overlook the daunting administrative density of a digital-first society. The author implores critics to reject structural dependencies on digital tools rather than naturalize their integration through critique and reform. At stake is the degree to which citizens must defer to unelected experts to navigate such density. Democracy dies in the darkness of sysadmin. The argument and a candidate solution proceed as follows. Since entropy is intrinsic to all physical systems, including digital systems, perfect automation is a fiction. Concealing this fiction, however, are five historical forces usually treated in isolation: ghost work, technical debt, i...",43.535,43.535
884,landscape,,Building Thinking Machines by Solving Animal Cognition Tasks,2020,Minds and Machines,Matthew Crosby,https://doi.org/10.1007/s11023-020-09535-6,https://doi.org/10.1007/s11023-020-09535-6,45,object permanence embodied agents robotics,openalex,Computer science; Testbed; Imitation; Cognitive science; Turing test; Cognition,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Abstract In 'Computing Machinery and Intelligence', Turing, sceptical of the question 'Can machines think?', quickly replaces it with an experimentally verifiable test: the imitation game. I suggest that for such a move to be successful the test needs to be relevant, expansive, solvable by exemplars, unpredictable , and lead to actionable research. The Imitation Game is only partially successful in this regard and its reliance on language, whilst insightful for partially solving the problem, has put AI progress on the wrong foot, prescribing a top-down approach for building thinking machines. I argue that to fix shortcomings with modern AI systems a nonverbal operationalisation is require...",43.509,43.509
885,landscape,,SPENCER: A Socially Aware Service Robot for Passenger Guidance and Help in Busy Airports,2016,Springer tracts in advanced robotics,Rudolph Triebel; Kai O. Arras; Rachid Alami; Lucas Beyer; et al.,https://doi.org/10.1007/978-3-319-27702-8_40,https://doi.org/10.1007/978-3-319-27702-8_40,262,robotic perception object occlusion tracking,openalex,Normative; Service (business); Task (project management); Robot; Aviation; Engineering,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.",,43.473,43.473
886,landscape,,Smart-Home Environment to Support Homework Activities for Children,2020,IEEE Access,Jonnathan Berrezueta-Guzman; Ivan Pau; Maria-Luisa Martin-Ruiz; Nuria Maximo-Bocanegra,https://doi.org/10.1109/access.2020.3020734,https://doi.org/10.1109/access.2020.3020734,44,object permanence embodied agents robotics,openalex,Context (archaeology); Home automation; Computer science; Internet of Things; Psychology; The Internet,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","The Central Nervous System of humans continuously evolves when children engage in new activities. These activities are progressing from learning to eat as a baby over playing during childhood up to homework in all its dimensions. These activities, which are meaningful and relevant to everyone, constitute what occupational therapists call ""occupations"". The successful execution of these occupations makes the development of new roles as well as the construction of a correct state of health possible. Due to these reasons, occupational performance is a fundamental part of development throughout childhood. Homework is complex and extends beyond the school context to the home. For many children...",43.471,43.471
887,landscape,,Detection and tracking of pianist hands and fingers,2006,NPARC,Dmitry O. Gorodnichy; Arjun Yogeswaran,https://doi.org/10.1109/crv.2006.26,https://doi.org/10.1109/crv.2006.26,43,robotic perception object occlusion tracking,openalex,MIDI; Piano; Computer science; Key (lock); Tracking (education); Track (disk drive),Maintain object identity and state through missed or ambiguous detections.,Detection association plus temporal propagation across frames.,misses are tolerable with a fixed temporal patience window; camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; occluder semantics,identity deletion during long robot self-occlusion; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Current MIDI recording and transmitting technology allows teachers to teach piano playing remotely (or off-line): a teacher plays a MIDI-keyboard at one place and a student observes the played piano keys on another MIDI-keyboard at another place. What this technology does not allow is to see how the piano keys are played, namely: which hand and finger was used to play a key. In this paper we present a video recognition tool that makes it possible to provide this information. A video-camera is mounted on top of the piano keyboard and video recognition techniques are then used to calibrate piano image with MIDI sound, then to detect and track pianist hands and then to annotate the fingers t...",43.433,51.433
888,landscape,,A thousand brains: toward biologically constrained AI,2021,SN Applied Sciences,Kjell Hole; Subutai Ahmad,https://doi.org/10.1007/s42452-021-04715-0,https://doi.org/10.1007/s42452-021-04715-0,42,object permanence embodied agents robotics,openalex,Computer science; Cognitive science; Neocortex; Artificial general intelligence; Artificial intelligence; Human intelligence,Improve robot or embodied perception under incomplete observations.,View selection or information-gain planning to expose hidden state.,camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Abstract This paper reviews the state of artificial intelligence (AI) and the quest to create general AI with human-like cognitive capabilities. Although existing AI methods have produced powerful applications that outperform humans in specific bounded domains, these techniques have fundamental limitations that hinder the creation of general intelligent systems. In parallel, over the last few decades, an explosion of experimental techniques in neuroscience has significantly increased our understanding of the human brain. This review argues that improvements in current AI using mathematical or logical techniques are unlikely to lead to general AI. Instead, the AI community should incorpora...",43.394,43.394
889,landscape,,Particle Filters in Latent Space for Robust Deformable Linear Object Tracking,2022,IEEE Robotics and Automation Letters,Yuxuan Yang; Johannes A. Stork; Todor Stoyanov,https://doi.org/10.1109/lra.2022.3216985,https://doi.org/10.1109/lra.2022.3216985,12,robotic perception object occlusion tracking,openalex,Tracking (education); Particle filter; Artificial intelligence; Video tracking; Computer vision; Computer science,Maintain object identity and state through missed or ambiguous detections.,Recursive filtering with a motion and observation model.,misses are tolerable with a fixed temporal patience window; enough object surface remains visible to constrain pose; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; object geometry or pose prior; occluder semantics,identity deletion during long robot self-occlusion; pose drift when the gripper hides the discriminative surface; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Tracking of deformable linear objects (DLOs) is important for many robotic applications. However, achieving robust and accurate tracking is challenging due to the lack of distinctive features or appearance on the DLO, the object's high-dimensional state space, and the presence of occlusion. In this letter, we propose a method for tracking the state of a DLO by applying a particle filter approach within a lower-dimensional state embedding learned by an autoencoder. The dimensionality reduction preserves state variation, while simultaneously enabling a particle filter to accurately track DLO state evolution with a practically feasible number of particles. Compared to previous works, our met...",43.360,59.360
890,landscape,,ORT: Occlusion-robust for multi-object tracking,2023,Fundamental Research,Shoudong Han; Hongwei Wang; En Yu; Zhuo Hu,https://doi.org/10.1016/j.fmre.2023.02.003,https://doi.org/10.1016/j.fmre.2023.02.003,12,occlusion aware object tracking robotics,openalex,Computer science; Computer vision; Artificial intelligence; Occlusion; Trajectory; Tracking (education),Maintain object identity and state through missed or ambiguous detections.,Recursive filtering with a motion and observation model.,misses are tolerable with a fixed temporal patience window; enough object surface remains visible to constrain pose; the robot can afford extra sensing actions before acting; camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; object geometry or pose prior; sensing cost model; occluder semantics,identity deletion during long robot self-occlusion; pose drift when the gripper hides the discriminative surface; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Although the joint-detection-and-tracking paradigm has promoted the development of multi-object tracking (MOT) significantly, the long-term occlusion problem is still unsolved. After a period of trajectory inactivation due to occlusion, it is difficult to achieve trajectory reconnection with appearance features because they are no longer reliable. Although using motion cues does not suffer from occlusion, the commonly used Kalman Filter is also ineffective in its long-term inertia prediction in cases of no observation updates or wrong updates. Besides, occlusion is prone to cause multiple track-detection pairs to have close similarity scores during the data association phase. The direct u...",43.360,59.360
891,landscape,,A Kalman-Filter-Based Common Algorithm Approach for Object Detection in Surgery Scene to Assist Surgeon's Situation Awareness in Robot-Assisted Laparoscopic Surgery,2018,Journal of Healthcare Engineering,Jiwon Ryu; Youngjin Moon; Jaesoon Choi; Hee Chan Kim,https://doi.org/10.1155/2018/8079713,https://doi.org/10.1155/2018/8079713,12,occlusion aware object tracking robotics,openalex,Computer vision; Kalman filter; Robustness (evolution); Artificial intelligence; Surgical robot; Robot,Maintain object identity and state through missed or ambiguous detections.,Recursive filtering with a motion and observation model.,misses are tolerable with a fixed temporal patience window; enough object surface remains visible to constrain pose; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; object geometry or pose prior; occluder semantics,identity deletion during long robot self-occlusion; pose drift when the gripper hides the discriminative surface; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Although the use of the surgical robot is rapidly expanding for various medical treatments, there still exist safety issues and concerns about robot-assisted surgeries due to limited vision through a laparoscope, which may cause compromised situation awareness and surgical errors requiring rapid emergency conversion to open surgery. To assist surgeon's situation awareness and preventive emergency response, this study proposes situation information guidance through a vision-based common algorithm architecture for automatic detection and tracking of intraoperative hemorrhage and surgical instruments. The proposed common architecture comprises the location of the object of interest using fea...",43.360,51.360
892,landscape,,LiDAR-Based Intensity-Aware Outdoor 3D Object Detection,2024,Sensors,Ammar Yasir Naich; Jesus Requena Carrion,https://doi.org/10.3390/s24092942,https://doi.org/10.3390/s24092942,12,occlusion aware object tracking robotics,openalex,Lidar; Remote sensing; Object detection; Intensity (physics); Artificial intelligence; Computer science,Improve robot or embodied perception under incomplete observations.,View selection or information-gain planning to expose hidden state.,enough object surface remains visible to constrain pose; the cause of a missing detection is not represented as robot-action evidence,camera calibration; object geometry or pose prior; occluder semantics,pose drift when the gripper hides the discriminative surface; confusing clear-view absence with robot-caused invisibility,Pose maintenance under partial visibility.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","LiDAR-based 3D object detection and localization are crucial components of autonomous navigation systems, including autonomous vehicles and mobile robots. Most existing LiDAR-based 3D object detection and localization approaches primarily use geometric or structural feature abstractions from LiDAR point clouds. However, these approaches can be susceptible to environmental noise due to adverse weather conditions or the presence of highly scattering media. In this work, we propose an intensity-aware voxel encoder for robust 3D object detection. The proposed voxel encoder generates an intensity histogram that describes the distribution of point intensities within a voxel and is used to enhan...",43.360,43.360
893,landscape,,DeepTAM: Deep Tracking and Mapping,2018,Lecture notes in computer science,Huizhong Zhou; Benjamin Ummenhofer; Thomas Brox,https://doi.org/10.1007/978-3-030-01270-0_50,https://doi.org/10.1007/978-3-030-01270-0_50,242,occlusion aware object tracking robotics,openalex,Computer science; Artificial intelligence; Tracking (education); Computer vision; RGB color model; Volume (thermodynamics),Build a spatial memory that remains useful as the robot moves through the world.,Learned visual representation or sequence model trained from labeled experience.,misses are tolerable with a fixed temporal patience window; object absence can wait for later map revisits; training distribution covers relevant occlusion geometry; camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; deletion patience; map update schedule; occluder semantics,identity deletion during long robot self-occlusion; stale object map entries during manipulation; confusing clear-view absence with robot-caused invisibility,General temporal persistence and missed-detection handling.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.",,43.338,51.338
894,landscape,,"Proactive human-robot collaboration: Mutual-cognitive, predictable, and self-organising perspectives",2022,Robotics and Computer-Integrated Manufacturing,Shufei Li; Pai Zheng; Sichao Liu; Zuoxu Wang; et al.,https://doi.org/10.1016/j.rcim.2022.102510,https://doi.org/10.1016/j.rcim.2022.102510,241,robotic perception object occlusion tracking,openalex,Cognition; Human-robot interaction; Computer science; Psychology; Human-computer interaction; Cognitive science,Improve robot or embodied perception under incomplete observations.,View selection or information-gain planning to expose hidden state.,the robot can afford extra sensing actions before acting; the cause of a missing detection is not represented as robot-action evidence,camera calibration; sensing cost model; occluder semantics,confusing clear-view absence with robot-caused invisibility,Using motion to manage occlusion.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Human-Robot Collaboration (HRC) has a pivotal role in smart manufacturing for strict requirements of human-centricity, sustainability, and resilience. However, existing HRC development mainly undertakes either a human-dominant or robot-dominant manner, where human and robotic agents reactively perform operations by following pre-defined instructions, thus far from an efficient integration of robotic automation and human cognition. The stiff human-robot relations fail to be qualified for complex manufacturing tasks and cannot ease the physical and psychological load of human operators. In response to these realistic needs, this paper presents our arguments on the obvious trend, concept, sy...",43.331,51.331
895,landscape,,A soft thumb-sized vision-based sensor with accurate all-round force perception,2022,Nature Machine Intelligence,Huanbo Sun; Katherine J. Kuchenbecker; Georg Martius,https://doi.org/10.1038/s42256-021-00439-3,https://doi.org/10.1038/s42256-021-00439-3,241,robotic perception object occlusion tracking,openalex,Artificial intelligence; Computer vision; Computer science; Haptic technology; Robot,Build a spatial memory that remains useful as the robot moves through the world.,Learned visual representation or sequence model trained from labeled experience.,object absence can wait for later map revisits; training distribution covers relevant occlusion geometry; the cause of a missing detection is not represented as robot-action evidence,camera calibration; map update schedule; occluder semantics,stale object map entries during manipulation; confusing clear-view absence with robot-caused invisibility,Long-lived object memory in a spatial representation.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","Abstract Vision-based haptic sensors have emerged as a promising approach to robotic touch due to affordable high-resolution cameras and successful computer vision techniques; however, their physical design and the information they provide do not yet meet the requirements of real applications. We present a robust, soft, low-cost, vision-based, thumb-sized three-dimensional haptic sensor named Insight, which continually provides a directional force-distribution map over its entire conical sensing surface. Constructed around an internal monocular camera, the sensor has only a single layer of elastomer over-moulded on a stiff frame to guarantee sensitivity, robustness and soft contact. Furth...",43.331,43.331
896,landscape,,Aerial additive manufacturing with multiple autonomous robots,2022,Nature,Ketao Zhang; Pisak Chermprayong; Feng Xiao; Dimos Tzoumanikas; et al.,https://doi.org/10.1038/s41586-022-04988-4,https://doi.org/10.1038/s41586-022-04988-4,240,occlusion aware object tracking robotics,openalex,Robot; 3D printing; Computer science; Mobile robot; Trajectory; Mechanical engineering,Improve robot or embodied perception under incomplete observations.,Task-specific perception model over partial observations.,the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.",,43.324,43.324
897,landscape,,A Theory of Copyright Authorship,2016,eYLS (Yale Law School),Christopher Buccafusco,,https://openalex.org/W2218931046,40,object permanence embodied agents robotics,openalex,Scope (computer science); Fair use; Intellectual property; Law; Jurisprudence; Copyright Act,Improve robot or embodied perception under incomplete observations.,"Geometric map optimization over poses, landmarks, or object states.",camera occlusion generalizes to robot-body occlusion; the cause of a missing detection is not represented as robot-action evidence,camera calibration; occluder semantics,confusing clear-view absence with robot-caused invisibility,The broad claim that robots need memory under partial observability.,"A mechanism that treats robot self-occlusion as an action-conditioned certificate for when a missing detection should preserve, not delete, object state.","The U.S. Constitution gives Congress the power to grant rights to ""Authors"" for their ""Writings."" Despite the centrality of these terms to copyright jurisprudence, neither the courts nor scholars have provided coherent theories about what makes a person an author or what makes a thing a writing. This article articulates and defends a theory of copyrightable authorship. It argues that authorship involves the intentional creation of mental effects in an audience. A writing, then, is any fixed medium capable of producing mental effects. According to this theory, copyright may attach to the original, fixed, and minimally creative form or manner in which an author creates mental effects.After...",43.313,43.313
